"version","generator","osm3s__timestamp_osm_base","osm3s__copyright","elements__type","elements__id","elements__nodes__001","elements__nodes__002","elements__nodes__003","elements__nodes__004","elements__nodes__005","elements__nodes__006","elements__nodes__007","elements__nodes__008","elements__nodes__009","elements__nodes__010","elements__nodes__011","elements__nodes__012","elements__nodes__013","elements__lat","elements__lon","elements__tags__addr:housename","elements__tags__addr:city","elements__tags__addr:country","elements__tags__addr:housenumber","elements__tags__addr:postcode","elements__tags__addr:province","elements__tags__addr:street","elements__tags__air_conditioning","elements__tags__addr:unit","elements__tags__alt_name","elements__tags__amenity","elements__tags__attribution","elements__tags__contact:phone","elements__tags__building","elements__tags__canvec:CODE","elements__tags__canvec:UUID","elements__tags__building:levels","elements__tags__brewery","elements__tags__capacity","elements__tags__brand","elements__tags__brand:wikidata","elements__tags__brand:wikipedia","elements__tags__brand:website","elements__tags__contact:facebook","elements__tags__bar","elements__tags__check_date","elements__tags__check_date:opening_hours","elements__tags__diet:vegan","elements__tags__diet:vegetarian","elements__tags__cuisine","elements__tags__disused","elements__tags__diet:halal","elements__tags__fixme","elements__tags__disused:amenity","elements__tags__drive_through","elements__tags__indoor_seating","elements__tags__disused:shop","elements__tags__highchair","elements__tags__llbo","elements__tags__level","elements__tags__email","elements__tags__delivery","elements__tags__internet_access","elements__tags__diet:gluten_free","elements__tags__name","elements__tags__name:zh","elements__tags__name:en","elements__tags__official_name","elements__tags__opening_hours","elements__tags__roof:levels","elements__tags__payment:american_express","elements__tags__payment:cash","elements__tags__payment:discover_card","elements__tags__payment:interac","elements__tags__payment:credit_cards","elements__tags__payment:debit_cards","elements__tags__payment:mastercard","elements__tags__payment:visa","elements__tags__outdoor_seating","elements__tags__phone","elements__tags__reservation","elements__tags__shop","elements__tags__source","elements__tags__twitter","elements__tags__smoking","elements__tags__toilets","elements__tags__toilets:wheelchair","elements__tags__takeaway","elements__tags__url","elements__tags__website","elements__tags__website:menu","elements__tags__website:en","elements__tags__website:fr","elements__tags__wheelchair"
"","","","","node","6388413963","","","","","","","","","","","","","","43.4483389","-80.4859689","","Kitchener","","197","","","King Street East","","","","restaurant","","","","","","","","","","","","","","","","","","","latin_american","","","","","","","","","","0","","","","","Variedad Latina","","","","","","","","","","","","","","no","+1-519-570-2490","","","","","","","","","","https://www.variedadlatinarestaurant.com/","","","",""
"","","","","node","6388413966","","","","","","","","","","","","","","43.4484361","-80.4861969","","Kitchener","","183","N2G 2K8","","King Street East","","","","restaurant","","","","","","","","","","","","","","","","","","","pakistani;indian","","","","","","","","","","","","","","","Sahar's Kitchen","","","","Mo-Th, Su 10:30-14:30, 17:00-21:00; Fr, Sa 10:30-14:30, 17:00-22:00","","","","","","","","","","no","+1-226-647-0168","","","","","","","","yes","","https://www.sahars-kitchen.com/","","","",""
"","","","","node","6388413974","","","","","","","","","","","","","","43.4483804","-80.4854631","","Kitchener","","210","","","King Street East","","102","","restaurant","","","","","","","","","","","","","","","2024-03-02","","","","vietnamese;sandwich","","","","","","","","","","","","","","","Banh Mi Givral Deli","","","","Mo,Tu,Th,Fr 10:30-18:00; Sa 10:30-17:00; Su 11:00-16:00","","","","","","","","","","no","+1-519-743-5558","","","","","","","","","","","","","",""
"","","","","node","6410339608","","","","","","","","","","","","","","43.4771956","-80.5309025","","","","63","","","Hickory Street West","","","","restaurant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Exclamation","","","","Mo,We-Fr 11:00-22:00; Sa,Su 12:00-22:00","","","","","","","","","","","+1-519-954-8866","","","","","","","","","","https://www.exclamationfusion.com/","","","",""
"","","","","node","6515563854","","","","","","","","","","","","","","43.4781572","-80.5373907","","Waterloo","","130-111","N2L 3L1","","Columbia Street West","","","","restaurant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ZenQ","","","","Mo-Su 12:00-00:00","","","","","","","","","","","+1-226-476-5968","","","","","","","","","","","","","",""
"","","","","node","6551586654","","","","","","","","","","","","","","43.4239401","-80.4832749","","","","","","","","","","","restaurant","","","","","","","","","","Q894578","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","6566599457","","","","","","","","","","","","","","43.4667543","-80.4587499","","","","","","","","","","","restaurant","","","","","","","","","","","","","","","","","","","latin_american;salvadorean","","","","","","","","","","","","","","","America Latina","","","","","","","","","","","","","","","+1-519-571-8082","","convenience","","","","","","","","https://americalatinavariety.ca/","","","",""
"","","","","node","6656578997","","","","","","","","","","","","","","43.4510309","-80.5141361","","","","137","N2G 4X8","","Glasgow Street","","385","","restaurant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Graffiti Market","","","","We,Th,Su 11:30-22:00; Fr,Sa 11:30-23:00","","","","","","","","","","","","","","","","","","","","","https://graffitimarket.ca/","","","",""
"","","","","node","6733990696","","","","","","","","","","","","","","43.4632531","-80.5216754","","","","","","","","","","","restaurant","","","","","","","","","","","","","","","","","yes","","","","","","","","","","","","","","","","","Copper Branch","","","","Mo-Fr 08:00-22:00; Sa,Su 09:00-22:00","","","","","","","","","","","","","","","","","","","","","","","","","yes"
"","","","","node","6733990697","","","","","","","","","","","","","","43.463102","-80.5216328","","","","92","","","King Street South","","","","restaurant","","","","","","","","","The Works","Q123410138","","","","","2024-02-22","","","","burger","","","","","","","","","","","","","","","The Works","","","","","","","","","","","","","","","","","","","","","","","","","","","","","no"
"","","","","node","6733990698","","","","","","","","","","","","","","43.4630281","-80.521612","","","","94","","","King Street South","","","","restaurant","","","","","","","","","","","","","","","","","","","fries","","","","","","","","","","","","","","","Craft Chippery","","","","","","","","","","","","","","","","","","","","","","","only","","https://www.craftchippery.com/","","","","yes"
"","","","","node","6733990701","","","","","","","","","","","","","","43.4628963","-80.5215748","","Waterloo","","100","N2J 1P5","","King Street South","","","","restaurant","","","","","","","","","","","","","","","","","","","british","","","","","","","","","","","","","","","Duke of Wellington","","","","","","","","","","","","","","","+1-519-886-9370","","","","","","","","","","https://dukeofwellingtonpubs.com/","","","","limited"
"","","","","node","6733990703","","","","","","","","","","","","","","43.4627114","-80.5215227","","","","","","","","","","","restaurant","","","","","","","","","Freshii","Q5503051","en:Freshii","","","","2024-02-22","","","","salad","","","","","","","","","","","","","","","Freshii","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes"
"","","","","node","6772549534","","","","","","","","","","","","","","43.48639","-80.5395985","","","","464","","","Albert Street","","","","restaurant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sarai Middle Eastern Taverna & Shisha Lounge","","","","Mo-Su 16:00-02:00","","","","","","","","","","","+1-519-884-0909","","","","","","","","","","http://www.sarailounge.com/","","","",""
"","","","","node","6775906413","","","","","","","","","","","","","","43.4845177","-80.5407264","","Waterloo","","465","N2L 6C7","","Phillip Street","","","","restaurant","","","","","","","","","","","","","","","","","","","mexican","","","","","","","","","","","","","","","The Cactus","","","","Tu-Sa 11:30-20:00","","","","","","","","","","","+1-519-888-9599","","","","","","","","","","https://cactusmexicanrestaurant.com","","","",""
"","","","","node","6775928085","","","","","","","","","","","","","","43.4842669","-80.5409121","","Waterloo","","465","N2L 6C7","","Phillip Street","","","","restaurant","","","","","","","yes","50","","","","","","","","","","","indian","","","","","","","","","","","","","","","Koh-I-Noor","","","","Mo-Fr 11:30-15:00,16:30-21:30; Sa 12:00-21:30; Su 16:30-21:30","","","","","","","","","","","+1-519-888-0455","","","local knowledge","","","","","yes","","https://kohinoor-restaurant.ca","","","",""
"","","","","node","6796160275","","","","","","","","","","","","","","43.4653584","-80.5222394","","","","04","","","King Street North","","","","restaurant","","","","","","","","","","","","","","","","","","","korean","","","","","","","","","","","","","","","Owl of Minerva","","","","","","","","","","","","","","","+1 519 886 7275","","","","","","","","","","","","","","no"
"","","","","node","6796203985","","","","","","","","","","","","","","43.4656639","-80.5226901","","","","21","N2J 2W6","","King Street North","","","","restaurant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Champa Kitchen","","","","Tu-Fr 11:30-14:30, 16:00-21:00; Sa 11:30-21:30; Su 15:30-20:00","","","","","","","","","","","+1 519 208 7877","","","","","","","","","","champakitchen.ca","","","","no"
"","","","","node","6796203992","","","","","","","","","","","","","","43.4649078","-80.5220939","","","","","","","","","","","restaurant","","","yes","","","","","","","","","","","","2024-02-22","","","","chinese","","","","","","","","","","","","","","","Crystal Palace","","","","","","","","","","","","","","","","","","","","","","","","","http://www.crystalpalacewaterloo.ca/","","","","limited"
"","","","","node","6818372946","","","","","","","","","","","","","","43.4633315","-80.5229332","","Waterloo","","75","N2J 1P2","","King Street","","53","","restaurant","","","","","","","","","","","","","","","2023-07-09","","","","japanese","","","","","","","","","","","","","","","Jinzakaya","","","","","","","","","","","","","","","+1-519-880-8188","","","","","","","","","","http://www.jinzakaya.ca/JINZAKAYA/index.html","","","","yes"
"","","","","node","6818427757","","","","","","","","","","","","","","43.4655596","-80.5222787","","","","14","N2J 2W7","","King Street North","","","","restaurant","","","","","","","","","","","","","","","2023-08-27","","","","japanese","","","","","","","","","","","","","","","Watami Sushi","","","","Tu-Th 12:00-21:30; Fr, Sa 12:00-22:00; Su 12:00-21:00","","","","","","","","","","","","","","","","","","","","","","","","","yes"
"","","","","node","6818427759","","","","","","","","","","","","","","43.4653123","-80.5221232","","Waterloo","","2","N2J 2W7","","King Street North","","4&5","","restaurant","","","","","","","","","","","","","","","","","","","chinese;hotpot","","","","","","","","","","","","","","","Potzone Hotpot","","","","","","","","","","","","","","","+1-226-780-5788","","","","","","","","","","","","","","no"
"","","","","node","6865336634","","","","","","","","","","","","","","43.4409939","-80.4804615","","","","20","N2G 2Z7","","Hurst Avenue","","1","","restaurant","","","","","","","","","","","","","","","2023-06-03","","","","vietnamese","","","","","","","","","","","","","","","The Wooden Boat Food Company","","","","","","","","","","","","","","","+1-519-489-0123","","","","","","","","only","","https://wbfood.ca","","","",""
"","","","","node","6917146210","","","","","","","","","","","","","","43.4890951","-80.4918118","","","","","","","","","","","restaurant","","","","","","","","","","","","","","","","","","","shawarma;kebab","","","","","","","","","","","","","","","Uncle's Shwarma & Kebab","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","6925940425","","","","","","","","","","","","","","43.4385745","-80.4934563","","","","155","N2M 3W1","","Highland Road East","","","","restaurant","","","","","","","","","Kachigua Junction","","","https://www.kachigudajunction.ca/","","","","","","","indian","","","","","","","","","","","","","","","Kachigua Junction","","","","","","","","","","","","","","","","","","","","","","","","","https://www.kachigudajunction.ca/kitchener-home/","","","",""
"","","","","node","7059135953","","","","","","","","","","","","","","43.4405972","-80.485836","","","","248","","","Stirling Avenue South","","11","","restaurant","","","","","","","","","","","","","https://www.facebook.com/Algarve-Restaurant-1252236461541984/","","","","","","portuguese","","","","","","","","","","","","","","","Algrave Restaurant","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","7065493167","","","","","","","","","","","","","","43.4198216","-80.4474601","","","","589","","","Fairway Road South","","","","restaurant","","","","","","","","","The Works","Q123410138","","","","","","","","","burger","","","","","","","","","","","","","","","The Works","","","","Mo-Th, Su 11:30-21:00; Fr, Sa 11:30-22:00","","","","","","","","","","","","","","","","","","","","","https://worksburger.com/locations/fairway-road/","","","",""
"","","","","node","7065493173","","","","","","","","","","","","","","43.4184796","-80.4526652","","","","10","","","Manitou Drive","","","","restaurant","","","","","","","","","Freshii","Q5503051","en:Freshii","","","","","","","","salad","","","","","","","","","","","","","","","Freshii","","","","","","","","","","","","","","","","","","","","","","","","","https://order.freshii.com/ca/en-ca/fairwaynorth","","","",""
"","","","","node","7065493182","","","","","","","","","","","","","","43.4191824","-80.4523539","","","","10","","","Manitou Drive","","K1","","restaurant","","","","","","","","","Sunset Grill","Q62112489","en:Sunset Grill (Canadian restaurant chain)","","","","","","","","american","","","","","","","","","","","","","","","Sunset Grill","","","","","","","","","","","","","","","","","","","","","","","","","https://sunsetgrill.ca/","","","",""
"","","","","node","7274840129","","","","","","","","","","","","","","43.464429","-80.5219536","","","","40","","","King Street South","","","","restaurant","","","","","","","","","","","","","","","2023-05-23","","","","international","","","","","","yes","","","","","","","","","King Street Trio","","","","","","","","","","","","","","no","","","","","","","","","","","https://www.kingstreettrio.com/","","","","yes"
"","","","","node","7490765555","","","","","","","","","","","","","","43.4330866","-80.4415973","","Kitchener","","1335","N2A 3A7","","Weber Street East","","3","","restaurant","","","","","","","","","","","","","","","","","","","breakfast","","","correct location","","","","","","","","","","","","Stacked Pancake & Breakfast House","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","7838607760","","","","","","","","","","","","","","43.4520412","-80.495118","","","","320","","","King Street West","","","","restaurant","","","","","","","","","","","","","","","2023-04-11","","","","italian","","","","","","","","","","","","","","","La Cucina","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","7873462064","","","","","","","","","","","","","","43.428745","-80.5251458","","","","875","N2N 2Y2","","Highland Road West","","A59","","restaurant","","","","","","","","","","","","","","","","","","","chinese","","","","","","","","","","","","","","","Hot Wok","","","","Mo-Th 11:00-21:30; Fr 11:00-22:00; Sa 11:30-22:00; Su 11:30-21:30","","","","","","","","","","","+1-519-576-1688","","","","","","","","yes","","http://www.hotwokonline.ca/","","","",""
"","","","","node","8532575485","","","","","","","","","","","","","","43.4310156","-80.4371053","","","","1500","","","Weber Street East","","","","restaurant","","","","","","","","","","","","","","","","","","","indian","","","","","","","","","","","","","","","Bombay83","","","","Mo off; Tu-Th,Su 16:00-23:00; Fr,Sa 16:00-01:00","","","","","","","","","","","","","","","","","","","","","https://www.bombay83.ca/","","","",""
"","","","","node","8784090543","","","","","","","","","","","","","","43.4509478","-80.4917238","","","","146","N2G 1A6","","King Street West","","","","restaurant","","","","","","","","","","","","https://islandmix.ca/","","","","","","","indian","","","","","","","","","","","","","","","Rangeela","","","","","","","","","","","","","","","+1-519-578-2649","","","","","","","","","","https://therangeela.com/","","","",""
"","","","","node","8784361309","","","","","","","","","","","","","","43.4500028","-80.4899478","","","","45","","","King Street West","","","","restaurant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The Rich Uncle Tavern","","","","","","","","","","","","","","","","","","","","","","","","","https://www.richuncletavern.ca/","","","",""
"","","","","node","8908980532","","","","","","","","","","","","","","43.4723186","-80.4506267","","","","425","","","Bingemans Centre Drive","","","","restaurant","","","","","","","","","Boston Pizza","Q894578","en:Boston Pizza","","","","","","","","pizza","","","","","","","","","","","","","","","Boston Pizza","","","","","","","","","","","","","","","","","","","","","","","","","https://bostonpizza.com/en/locations/bingemans.html","","","",""
"","","","","node","9061275212","","","","","","","","","","","","","","43.4762807","-80.5253292","","","","","","","","","","","restaurant","","","","","","","","","","","","","","","","","","","asian","","","","","","","","","","","","","","","Omni Palace","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","9061278667","","","","","","","","","","","","","","43.4766069","-80.5230994","","","","","","","","","","","restaurant","","","","","","","","","","","","","","","","","","","asian","","","","","","","","","","","","","","","Saigon Noodles","","","","","","","","","","","","","","","+1 519-888-0088","","","","","","","","","","","","","",""
"","","","","node","9112215335","","","","","","","","","","","","","","43.439179","-80.5102428","","","","324","","","Highland Road West","","","","restaurant","","","","","","","","","","","","","","","","","","","indian;chinese","","","","","","","","","","","","","","","Indo Hakka Corner","","","","","","","","","","","","","","","+1-519-954-1122;+1-519-954-1199","","","","","","","","","","https://indohakkacorner.com","","","",""
"","","","","node","9163392497","","","","","","","","","","","","","","43.4667149","-80.5226073","","","","","","","","","","","restaurant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Grillies","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","9181549579","","","","","","","","","","","","","","43.4535193","-80.5183465","","Kitchener","","693","","ON","Belmont Avenue West","","","","restaurant","","","","","","","","","","","","","","","","","","","french","","","","","","","","","","","","","","","Elixir","","","","Tu-Sa 16:30-22:00","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","9215331225","","","","","","","","","","","","","","43.4486386","-80.4901944","","","","95","","","Queen Street South","","","","restaurant","","","","","","","","","","","","","","","","","","","thai","","","","","","","","","","0","","","","","Northern Thai","","","","","","","","","","","","","","","+1-519-745-4451","","","","","","","","","","http://northernthai.com","","","",""
"","","","","node","9351625837","","","","","","","","","","","","","","43.4655115","-80.5226481","","Waterloo","","15","N2J 2W6","ON","King Street North","yes","","","restaurant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","wlan","","Swine and Vine","","","","Tu-Th 17:00-22:00; Fr-Sa 17:00-00:00","","","","","","","","","","","+1 226 476 4418","recommended","","","","","","","yes","","https://svuptown.ca/","","","","yes"
"","","","","node","9576730913","","","","","","","","","","","","","","43.4521018","-80.4941573","","","","276","N2G 1B6","","King Street West","","","","restaurant","","","","","","","","","","","","","","","","","","","ramen","","","","","","","","","","","","","","","Crafty Ramen","","","","Mo-Su 11:00-22:00","","","","","","","","","","","+1 519 340 2721","","","","","","","","","","https://restaurants.craftyramen.com/","","","",""
"","","","","node","9608101479","","","","","","","","","","","","","","43.4658958","-80.5227621","","","","","","","","","","","restaurant","","","","","","","","","","","","","","","","","","","ramen","","","","","","","","","","","","","","","Kinton Ramen","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","9741866316","","","","","","","","","","","","","","43.4535948","-80.5183841","","Kitchener","","699","","ON","Belmont Avenue West","","","","restaurant","","","","","","","","","","","","","","","","","","","shawarma","","","","","","","","","","","","","","","Bossman Shawarma","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","10012177315","","","","","","","","","","","","","","43.4559956","-80.4301364","","Kitchener","","1405","","","Ottawa Street North","","","","restaurant","","","","","","","","","","","","","","","","","","","chinese","","","","","","","","","","","","yes","","","Jumbo Dragon Chinese Restaurant","","","","","","","","","","","","","","","+1-519-894-8788","","","","","","","","","","http://www.jumbodragon.com/","","","",""
"","","","","node","10241283890","","","","","","","","","","","","","","43.4530589","-80.5180364","","Kitchener","","677","N2M 1M8","ON","Belmont Avenue West","","","","restaurant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Janet Lynn's Bistro","","","","Mo-Fr 11:00-14:00; Mo-Sa 17:00-21:00","","","","","","","","","","","+1-519-725-3440","","","","","","","","","","https://www.janetlynnsbistro.com/","","","",""
"","","","","node","10278965480","","","","","","","","","","","","","","43.4486602","-80.4900642","","","","","","","","","","","restaurant","","+1-519-208-7772","","","","","","","","","","","","","","","","","","","","","","","","","","","-1","","","","","Afro East Restaurant Inc.","","","","","","","","","","","","","","","","","","","","","","","","","https://afro-east-restaurant-inc.business.site/","","","",""
"","","","","node","10825284547","","","","","","","","","","","","","","43.4491496","-80.4850657","","Kitchener","","27","N2H 2P8","","Scott Street","","","","restaurant","","","","","","","","","","","","","","","","","","","kebab;persian;afghan","","","","","","","","","","","","","","","Yum Yum Kabob","","","","","","","","","","","","","","","","","","","","","","","only","","","","","",""
"","","","","node","10825361398","","","","","","","","","","","","","","43.4488726","-80.502252","","Kitchener","","154","","","Victoria Street South","","","","restaurant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Taste of Seoul","","","","Mo-Th 11:30-20:00; Fr, Sa 11:30-20:30","","","","","","","","","","","","","","","","","","","","","https://tasteofseoul.ca/","","","",""
"","","","","node","10859096135","","","","","","","","","","","","","","43.4586043","-80.4839976","","","","","","","","","","","restaurant","","","","","","","","","","","","","https://www.facebook.com/people/Public-Kitchen-Bar/100064111260416/","yes","","","","","","","","","","","","","","","0","","","","","Public Kitchen & Bar","","","","","","","","","","","","","","yes","","","","","","","","","yes","","https://www.kwpublic.com/","","","","yes"
"","","","","node","10865896537","","","","","","","","","","","","","","43.4379679","-80.4591537","","","","","","","","","","","restaurant","","","","","","","","","","","","","","","","","","","latin_american;columbian;spanish","","","","","","","","","","","","","","","El Antojo Bakery & Cafe","","","","","","","","","","","","","","","+1-226-240-1238","","","","","","","","","","https://elantojocanada.ca/","","","",""
"","","","","node","10865896538","","","","","","","","","","","","","","43.4379915","-80.4592393","","","","","","","","","","","restaurant","","","","","","","","","","","","","","","","","","","caribbean","","","","","","","","","","","","","","","J&K Cuisine Inc. Grill & Bar","","","","","","","","","","","","","","","+1-226-647-1177","","","","","","","","","","https://jkcuisine.ca/","","","",""
"","","","","node","10869574306","","","","","","","","","","","","","","43.4480032","-80.4837473","","","","","","","","","","","restaurant","","","","","","","","","","","","","","","","","","","breakfast;brunch;european","","","","","","","","","","","","","","","Simply Delicious","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","10869574309","","","","","","","","","","","","","","43.4480121","-80.4836256","","","","","","","","","","","restaurant","","","","","","","","","","","","","","","","","","","breakfast;brunch;european","","","","","","","","","","","","","","","Every Day Gourmet","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","10869574311","","","","","","","","","","","","","","43.4481001","-80.4838148","","","","","","","","","","","restaurant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ama Cafe","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","10869574312","","","","","","","","","","","","","","43.4480993","-80.4836624","","","","","","","","","","","restaurant","","","","","","","","","","","","","","","","","","","italian;pizza;pasta","","","","","","","","","","","","","","","Bolero Pizza & Pasta House","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","10869574313","","","","","","","","","","","","","","43.4481498","-80.483771","","","","","","","","","","","restaurant","","","","","","","","","","","","","","","","","","","caribbean","","","","","","","","","","","","","","","Caribbean Kitchen","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","10869602742","","","","","","","","","","","","","","43.4502687","-80.4932045","","Kitchener","","60","","","Charles Street West","","","","restaurant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","271 West Restaurant","","","","Mo-Th 11:30-21:00; Fr 11:30-21:30; Sa 16:30-21:30","","","","","","","","","","","","","","","","","","","","","https://www.271west.com","","","",""
"","","","","node","11036471537","","","","","","","","","","","","","","43.4501822","-80.4887395","","","","1","","","Queen Street North","","","","restaurant","","","","","","","","","The Coop Wicked Chicken","","","https://thecoopwickedchicken.com/","","","","","","","chicken","","","","","no","","","","","","","","","","The Coop Wicked Chicken","","","","","","","","","","","","","","","","","","","","","","","","","https://thecoopwickedchicken.com/menu/kitchener/","","","",""
"","","","","node","11045621605","","","","","","","","","","","","","","43.419918","-80.4470714","","","","","","","","","","","restaurant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Turkish Flames","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","11093471649","","","","","","","","","","","","","","43.4657354","-80.5227036","","","","","","","","","","","restaurant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Harper's Deli pop-up in Babylon Sisters","","","","Tu-Sa 11:00-15:00","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","11102293886","","","","","","","","","","","","","","43.4480606","-80.4839639","","","","","","","","","","","restaurant","","","","","","","","","","","","","","","","","","","mexican","","","","","","","","","","","","","","","The Tamale Girl","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","11183551154","","","","","","","","","","","","","","43.4398599","-80.5270567","","","","","","","","","","","restaurant","","","","","","","","","","","","","","","","","","","chinese","","","","","","","","","","","","","","","Lucky Garden Restaurant","","","","","","","","","","","","","","","","","","","","","","","","","https://www.luckygardenchinesefood.ca/","","","",""
"","","","","node","11183551158","","","","","","","","","","","","","","43.4397227","-80.5267977","","","","","","","","","","","restaurant","","","","","","","","","","","","","","","","","","","african","","","","","","","","","","","","","","","KW African Cuisine","","","","","","","","","","","","","","","+1-519-577-5738","","","","","","","","","","","","","",""
"","","","","node","11301408244","","","","","","","","","","","","","","43.4720999","-80.5392346","","","","","","","","","","","restaurant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Crush Social Eatery","","","","Mo-Su 11:00-22:00","","","","","","","","","","yes","","","","","","","","","","","","","","",""
"","","","","node","11390909656","","","","","","","","","","","","","","43.4505553","-80.4919297","","Kitchener","","147","N2G 1A7","","King Street West","","A","","restaurant","","","","","","","","","","","","","","","","","","","mexican","","","","","","","","","","","","","","","Don Julio Tacos & Tequila Bar","","","","","","","","","","","","","","","","","","","","","","","","","https://www.donjuliotacosandtequila.com/","","","",""
"","","","","node","11535246052","","","","","","","","","","","","","","43.4190065","-80.4685684","","","","1450","N2C 0A5","","Block Line Road","","","","restaurant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ice Flame","","","","Su-Th 11:00-13:00; Fr-Sa 11:00-14:00","","","","","","","","","","","(519) 742-0453","","","","","","","","","","https://theiceflame.com/","","","",""
"","","","","node","11599313870","","","","","","","","","","","","","","43.4709286","-80.5150294","","Waterloo","","94","N2J 2J9","","Bridgeport Road East","","30","","restaurant","","","","","","","","","","","","","","","","","","","indian","","","","","","","","","","","","","","","Mad Over Spices","","","","","","","","","","","","","","","","","","","","","","","","","https://madoverspices.ca/","","","",""
"","","","","node","11713800488","","","","","","","","","","","","","","43.4471621","-80.4834366","","","","357","","","King Street East","","101","","restaurant","","","","","","","","","","","","","","","","","","","vietnamese;noodle","","","","","","","","","","0","","","","","Pho Vietnam K&W","","","","","","","","","","","","","","","","","","","","","","","","","https://phovietnamkw.wixsite.com/pho-vietnam-kw","","","",""
"","","","","node","11851151035","","","","","","","","","","","","","","43.471924","-80.5152636","","Waterloo","","133","","","Weber Street North","","","","restaurant","","","","","","","","","Pizza Hut","Q191615","","","","","","","","","pizza","","","","","","","","","","","","","","","Pizza Hut","","","","","","","","","","","","","","","","","","","","","","","only","","","","","",""
"","","","","node","11914068731","","","","","","","","","","","","","","43.4514636","-80.4941625","","","","273","","","King Street West","","","","restaurant","","","","","","","","","","","","","","","","","","","serbian","","","","","","","","","","","","","","","Kafana","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","11920134728","","","","","","","","","","","","","","43.4181754","-80.536146","","","","450","","","Westheights Drive","","24","","restaurant","","","","","","","","","","","","","","","","","","","fish_and_chips","","","","","","","","","","","","","","","The Fish Hut","","","","Tu-Th 11:30-19:30; Fr 11:30-20:00; Sa 12:00-19:30; Su,Mo off","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","11920261047","","","","","","","","","","","","","","43.4518733","-80.4953554","","","","345","","","King Street West","","","","restaurant","","","","","","","","","","","","","","","","","","","thai","","","","","","","","","","","","","","","Soi Thaifoon","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","11928740234","","","","","","","","","","","","","","43.4737254","-80.5372684","","","","","","","","yes","","","restaurant","","","","","","","","","","","","","","","","","","","korean","","","","","","","","","","","","yes","","","Myung-GA Korean Restaurant","","","","We-Mo 10:30-22:00","","","","","","","","","","","5192088818","","","","","","","","yes","","https://myunggakorean.com","https://myunggakorean.com/","","",""
"","","","","node","11928875302","","","","","","","","","","","","","","43.4723989","-80.5339191","","","","","","","","","","","restaurant","","","","","","","","","","","","","","","","","","","chinese","","","","","","","","","","","","","","","Perfect Meat Bowl","","","","","","","","","","","","","","","","","","","","","","","","","https://perfectmeatbowl.com","","","","yes"
